"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"US","us-county-1930-tl2008","county_1930","us-county-1930-tl2008:G4500010","G4500010","Abbeville, South Carolina",1906,34804,"1910 county population supplied by NHGIS table NT1 (AZ8002) for the 1906 Census of Religious Bodies.",16521,47.47,,,,,,1323.46,,,"nhgis-ds33-1906-county|nhgis-shapefile-us-county-1930-tl2008","wave_coverage_differs;period_boundary_vintage_differs"
"US","us-county-1930-tl2008","county_1930","us-county-1930-tl2008:G2200010","G2200010","Acadia, Louisiana",1906,31847,"1910 county population supplied by NHGIS table NT1 (AZ8002) for the 1906 Census of Religious Bodies.",25503,80.08,,,,,,1702.8,,,"nhgis-ds33-1906-county|nhgis-shapefile-us-county-1930-tl2008","wave_coverage_differs;period_boundary_vintage_differs"
"US","us-county-1930-tl2008","county_1930","us-county-1930-tl2008:G5100010","G5100010","Accomack, Virginia",1906,36650,"1910 county population supplied by NHGIS table NT1 (AZ8002) for the 1906 Census of Religious Bodies.",13249,36.15,,,,,,1191.02,,,"nhgis-ds33-1906-county|nhgis-shapefile-us-county-1930-tl2008","wave_coverage_differs;period_boundary_vintage_differs"
"US","us-county-1930-tl2008","county_1930","us-county-1930-tl2008:G1600010","G1600010","Ada, Idaho",1906,29088,"1910 county population supplied by NHGIS table NT1 (AZ8002) for the 1906 Census of Religious Bodies.",7675,26.39,,,,,,2746.58,,,"nhgis-ds33-1906-county|nhgis-shapefile-us-county-1930-tl2008","wave_coverage_differs;period_boundary_vintage_differs"
"US","us-county-1930-tl2008","county_1930","us-county-1930-tl2008:G1900010","G1900010","Adair, Iowa",1906,14420,"1910 county population supplied by NHGIS table NT1 (AZ8002) for the 1906 Census of Religious Bodies.",4526,31.39,,,,,,1477,,,"nhgis-ds33-1906-county|nhgis-shapefile-us-county-1930-tl2008","wave_coverage_differs;period_boundary_vintage_differs"
"US","us-county-1930-tl2008","county_1930","us-county-1930-tl2008:G2100010","G2100010","Adair, Kentucky",1906,16503,"1910 county population supplied by NHGIS table NT1 (AZ8002) for the 1906 Census of Religious Bodies.",4798,29.07,,,,,,1067.57,,,"nhgis-ds33-1906-county|nhgis-shapefile-us-county-1930-tl2008","wave_coverage_differs;period_boundary_vintage_differs"
"US","us-county-1930-tl2008","county_1930","us-county-1930-tl2008:G2900010","G2900010","Adair, Missouri",1906,22700,"1910 county population supplied by NHGIS table NT1 (AZ8002) for the 1906 Census of Religious Bodies.",7400,32.6,,,,,,1474.83,,,"nhgis-ds33-1906-county|nhgis-shapefile-us-county-1930-tl2008","wave_coverage_differs;period_boundary_vintage_differs"
"US","us-county-1930-tl2008","county_1930","us-county-1930-tl2008:G4000010","G4000010","Adair, Oklahoma",1906,10535,"1910 county population supplied by NHGIS table NT1 (AZ8002) for the 1906 Census of Religious Bodies.",1696,16.1,,,,,,1494.63,,,"nhgis-ds33-1906-county|nhgis-shapefile-us-county-1930-tl2008","wave_coverage_differs;period_boundary_vintage_differs"
"US","us-county-1930-tl2008","county_1930","us-county-1930-tl2008:G0800010","G0800010","Adams, Colorado",1906,8892,"1910 county population supplied by NHGIS table NT1 (AZ8002) for the 1906 Census of Religious Bodies.",622,7,,,,,,3264.1,,,"nhgis-ds33-1906-county|nhgis-shapefile-us-county-1930-tl2008","wave_coverage_differs;period_boundary_vintage_differs"
"US","us-county-1930-tl2008","county_1930","us-county-1930-tl2008:G1700010","G1700010","Adams, Illinois",1906,64588,"1910 county population supplied by NHGIS table NT1 (AZ8002) for the 1906 Census of Religious Bodies.",39701,61.47,,,,,,2257.19,,,"nhgis-ds33-1906-county|nhgis-shapefile-us-county-1930-tl2008","wave_coverage_differs;period_boundary_vintage_differs"
"US","us-county-1930-tl2008","county_1930","us-county-1930-tl2008:G1800010","G1800010","Adams, Indiana",1906,21840,"1910 county population supplied by NHGIS table NT1 (AZ8002) for the 1906 Census of Religious Bodies.",7117,32.59,,,,,,880.51,,,"nhgis-ds33-1906-county|nhgis-shapefile-us-county-1930-tl2008","wave_coverage_differs;period_boundary_vintage_differs"
"US","us-county-1930-tl2008","county_1930","us-county-1930-tl2008:G1900030","G1900030","Adams, Iowa",1906,10998,"1910 county population supplied by NHGIS table NT1 (AZ8002) for the 1906 Census of Religious Bodies.",3517,31.98,,,,,,1102.05,,,"nhgis-ds33-1906-county|nhgis-shapefile-us-county-1930-tl2008","wave_coverage_differs;period_boundary_vintage_differs"
"US","us-county-1930-tl2008","county_1930","us-county-1930-tl2008:G2800010","G2800010","Adams, Mississippi",1906,25265,"1910 county population supplied by NHGIS table NT1 (AZ8002) for the 1906 Census of Religious Bodies.",12643,50.04,,,,,,1262.72,,,"nhgis-ds33-1906-county|nhgis-shapefile-us-county-1930-tl2008","wave_coverage_differs;period_boundary_vintage_differs"
"US","us-county-1930-tl2008","county_1930","us-county-1930-tl2008:G3100010","G3100010","Adams, Nebraska",1906,20900,"1910 county population supplied by NHGIS table NT1 (AZ8002) for the 1906 Census of Religious Bodies.",7481,35.79,,,,,,1461.33,,,"nhgis-ds33-1906-county|nhgis-shapefile-us-county-1930-tl2008","wave_coverage_differs;period_boundary_vintage_differs"
"US","us-county-1930-tl2008","county_1930","us-county-1930-tl2008:G3800010","G3800010","Adams, North Dakota",1906,5407,"1910 county population supplied by NHGIS table NT1 (AZ8002) for the 1906 Census of Religious Bodies.",0,0,,,,,,2560.77,,,"nhgis-ds33-1906-county|nhgis-shapefile-us-county-1930-tl2008","wave_coverage_differs;period_boundary_vintage_differs"
"US","us-county-1930-tl2008","county_1930","us-county-1930-tl2008:G3900010","G3900010","Adams, Ohio",1906,24755,"1910 county population supplied by NHGIS table NT1 (AZ8002) for the 1906 Census of Religious Bodies.",7652,30.91,,,,,,1517.18,,,"nhgis-ds33-1906-county|nhgis-shapefile-us-county-1930-tl2008","wave_coverage_differs;period_boundary_vintage_differs"
"US","us-county-1930-tl2008","county_1930","us-county-1930-tl2008:G4200010","G4200010","Adams, Pennsylvania",1906,34319,"1910 county population supplied by NHGIS table NT1 (AZ8002) for the 1906 Census of Religious Bodies.",16977,49.47,,,,,,1351.37,,,"nhgis-ds33-1906-county|nhgis-shapefile-us-county-1930-tl2008","wave_coverage_differs;period_boundary_vintage_differs"
"US","us-county-1930-tl2008","county_1930","us-county-1930-tl2008:G5300010","G5300010","Adams, Washington",1906,10920,"1910 county population supplied by NHGIS table NT1 (AZ8002) for the 1906 Census of Religious Bodies.",1901,17.41,,,,,,4998.31,,,"nhgis-ds33-1906-county|nhgis-shapefile-us-county-1930-tl2008","wave_coverage_differs;period_boundary_vintage_differs"
"US","us-county-1930-tl2008","county_1930","us-county-1930-tl2008:G5500010","G5500010","Adams, Wisconsin",1906,8604,"1910 county population supplied by NHGIS table NT1 (AZ8002) for the 1906 Census of Religious Bodies.",2079,24.16,,,,,,1783.34,,,"nhgis-ds33-1906-county|nhgis-shapefile-us-county-1930-tl2008","wave_coverage_differs;period_boundary_vintage_differs"
"US","us-county-1930-tl2008","county_1930","us-county-1930-tl2008:G5000010","G5000010","Addison, Vermont",1906,20010,"1910 county population supplied by NHGIS table NT1 (AZ8002) for the 1906 Census of Religious Bodies.",7816,39.06,,,,,,2091.97,,,"nhgis-ds33-1906-county|nhgis-shapefile-us-county-1930-tl2008","wave_coverage_differs;period_boundary_vintage_differs"
"US","us-county-1930-tl2008","county_1930","us-county-1930-tl2008:G4500030","G4500030","Aiken, South Carolina",1906,41849,"1910 county population supplied by NHGIS table NT1 (AZ8002) for the 1906 Census of Religious Bodies.",19312,46.15,,,,,,2799.17,,,"nhgis-ds33-1906-county|nhgis-shapefile-us-county-1930-tl2008","wave_coverage_differs;period_boundary_vintage_differs"
