"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"IN","in-district-2001-datameet","district_2001","in-district-2001-datameet:0101","0101","Kupwara, Jammu and Kashmir",2001,650393,"Census of India 2001 C-01 Total persons; religious_affiliation_count excludes Religion not stated, which is not a no-religion category",650357,99.99,,,,,,2008.56,,,"censusindia-2001-c01-religious-community|datameet-india-districts-census-2001","no_religion_category_absent;uses_2001_period_district_boundary"
"IN","in-district-2001-datameet","district_2001","in-district-2001-datameet:0102","0102","Baramula, Jammu and Kashmir",2001,1169780,"Census of India 2001 C-01 Total persons; religious_affiliation_count excludes Religion not stated, which is not a no-religion category",1169759,100,,,,,,4071.23,,,"censusindia-2001-c01-religious-community|datameet-india-districts-census-2001","no_religion_category_absent;uses_2001_period_district_boundary"
"IN","in-district-2001-datameet","district_2001","in-district-2001-datameet:0103","0103","Srinagar, Jammu and Kashmir",2001,1202447,"Census of India 2001 C-01 Total persons; religious_affiliation_count excludes Religion not stated, which is not a no-religion category",1202373,99.99,,,,,,2048.33,,,"censusindia-2001-c01-religious-community|datameet-india-districts-census-2001","no_religion_category_absent;uses_2001_period_district_boundary"
"IN","in-district-2001-datameet","district_2001","in-district-2001-datameet:0104","0104","Badgam, Jammu and Kashmir",2001,629309,"Census of India 2001 C-01 Total persons; religious_affiliation_count excludes Religion not stated, which is not a no-religion category",629300,100,,,,,,1284.73,,,"censusindia-2001-c01-religious-community|datameet-india-districts-census-2001","no_religion_category_absent;uses_2001_period_district_boundary"
"IN","in-district-2001-datameet","district_2001","in-district-2001-datameet:0105","0105","Pulwama, Jammu and Kashmir",2001,652607,"Census of India 2001 C-01 Total persons; religious_affiliation_count excludes Religion not stated, which is not a no-religion category",652594,100,,,,,,1468.29,,,"censusindia-2001-c01-religious-community|datameet-india-districts-census-2001","no_religion_category_absent;uses_2001_period_district_boundary"
"IN","in-district-2001-datameet","district_2001","in-district-2001-datameet:0106","0106","Anantnag, Jammu and Kashmir",2001,1172434,"Census of India 2001 C-01 Total persons; religious_affiliation_count excludes Religion not stated, which is not a no-religion category",1172394,100,,,,,,4251.12,,,"censusindia-2001-c01-religious-community|datameet-india-districts-census-2001","no_religion_category_absent;uses_2001_period_district_boundary"
"IN","in-district-2001-datameet","district_2001","in-district-2001-datameet:0107","0107","Leh (Ladakh), Jammu and Kashmir",2001,117232,"Census of India 2001 C-01 Total persons; religious_affiliation_count excludes Religion not stated, which is not a no-religion category",117197,99.97,,,,,,80274.57,,,"censusindia-2001-c01-religious-community|datameet-india-districts-census-2001","no_religion_category_absent;uses_2001_period_district_boundary"
"IN","in-district-2001-datameet","district_2001","in-district-2001-datameet:0108","0108","Kargil, Jammu and Kashmir",2001,119307,"Census of India 2001 C-01 Total persons; religious_affiliation_count excludes Religion not stated, which is not a no-religion category",119285,99.98,,,,,,14890.65,,,"censusindia-2001-c01-religious-community|datameet-india-districts-census-2001","no_religion_category_absent;uses_2001_period_district_boundary"
"IN","in-district-2001-datameet","district_2001","in-district-2001-datameet:0109","0109","Doda, Jammu and Kashmir",2001,691929,"Census of India 2001 C-01 Total persons; religious_affiliation_count excludes Religion not stated, which is not a no-religion category",691888,99.99,,,,,,11806.15,,,"censusindia-2001-c01-religious-community|datameet-india-districts-census-2001","no_religion_category_absent;uses_2001_period_district_boundary"
"IN","in-district-2001-datameet","district_2001","in-district-2001-datameet:0110","0110","Udhampur, Jammu and Kashmir",2001,743509,"Census of India 2001 C-01 Total persons; religious_affiliation_count excludes Religion not stated, which is not a no-religion category",743330,99.98,,,,,,4683.27,,,"censusindia-2001-c01-religious-community|datameet-india-districts-census-2001","no_religion_category_absent;uses_2001_period_district_boundary"
"IN","in-district-2001-datameet","district_2001","in-district-2001-datameet:0111","0111","Punch, Jammu and Kashmir",2001,372613,"Census of India 2001 C-01 Total persons; religious_affiliation_count excludes Religion not stated, which is not a no-religion category",372593,99.99,,,,,,2397.49,,,"censusindia-2001-c01-religious-community|datameet-india-districts-census-2001","no_religion_category_absent;uses_2001_period_district_boundary"
"IN","in-district-2001-datameet","district_2001","in-district-2001-datameet:0112","0112","Rajauri, Jammu and Kashmir",2001,483284,"Census of India 2001 C-01 Total persons; religious_affiliation_count excludes Religion not stated, which is not a no-religion category",483143,99.97,,,,,,1929.28,,,"censusindia-2001-c01-religious-community|datameet-india-districts-census-2001","no_religion_category_absent;uses_2001_period_district_boundary"
"IN","in-district-2001-datameet","district_2001","in-district-2001-datameet:0113","0113","Jammu, Jammu and Kashmir",2001,1588772,"Census of India 2001 C-01 Total persons; religious_affiliation_count excludes Religion not stated, which is not a no-religion category",1588699,100,,,,,,2861.92,,,"censusindia-2001-c01-religious-community|datameet-india-districts-census-2001","no_religion_category_absent;uses_2001_period_district_boundary"
"IN","in-district-2001-datameet","district_2001","in-district-2001-datameet:0114","0114","Kathua, Jammu and Kashmir",2001,550084,"Census of India 2001 C-01 Total persons; religious_affiliation_count excludes Religion not stated, which is not a no-religion category",549532,99.9,,,,,,2484.88,,,"censusindia-2001-c01-religious-community|datameet-india-districts-census-2001","no_religion_category_absent;uses_2001_period_district_boundary"
"IN","in-district-2001-datameet","district_2001","in-district-2001-datameet:0201","0201","Chamba, Himachal Pradesh",2001,460887,"Census of India 2001 C-01 Total persons; religious_affiliation_count excludes Religion not stated, which is not a no-religion category",460861,99.99,,,,,,6474.32,,,"censusindia-2001-c01-religious-community|datameet-india-districts-census-2001","no_religion_category_absent;uses_2001_period_district_boundary"
"IN","in-district-2001-datameet","district_2001","in-district-2001-datameet:0202","0202","Kangra, Himachal Pradesh",2001,1339030,"Census of India 2001 C-01 Total persons; religious_affiliation_count excludes Religion not stated, which is not a no-religion category",1338960,99.99,,,,,,5717.85,,,"censusindia-2001-c01-religious-community|datameet-india-districts-census-2001","no_religion_category_absent;uses_2001_period_district_boundary"
"IN","in-district-2001-datameet","district_2001","in-district-2001-datameet:0203","0203","Lahul & Spiti, Himachal Pradesh",2001,33224,"Census of India 2001 C-01 Total persons; religious_affiliation_count excludes Religion not stated, which is not a no-religion category",33222,99.99,,,,,,13833.94,,,"censusindia-2001-c01-religious-community|datameet-india-districts-census-2001","no_religion_category_absent;uses_2001_period_district_boundary"
"IN","in-district-2001-datameet","district_2001","in-district-2001-datameet:0204","0204","Kullu, Himachal Pradesh",2001,381571,"Census of India 2001 C-01 Total persons; religious_affiliation_count excludes Religion not stated, which is not a no-religion category",381549,99.99,,,,,,5511.37,,,"censusindia-2001-c01-religious-community|datameet-india-districts-census-2001","no_religion_category_absent;uses_2001_period_district_boundary"
"IN","in-district-2001-datameet","district_2001","in-district-2001-datameet:0205","0205","Mandi, Himachal Pradesh",2001,901344,"Census of India 2001 C-01 Total persons; religious_affiliation_count excludes Religion not stated, which is not a no-religion category",901316,100,,,,,,3954.99,,,"censusindia-2001-c01-religious-community|datameet-india-districts-census-2001","no_religion_category_absent;uses_2001_period_district_boundary"
"IN","in-district-2001-datameet","district_2001","in-district-2001-datameet:0206","0206","Hamirpur, Himachal Pradesh",2001,412700,"Census of India 2001 C-01 Total persons; religious_affiliation_count excludes Religion not stated, which is not a no-religion category",412697,100,,,,,,1123.51,,,"censusindia-2001-c01-religious-community|datameet-india-districts-census-2001","no_religion_category_absent;uses_2001_period_district_boundary"
"IN","in-district-2001-datameet","district_2001","in-district-2001-datameet:0207","0207","Una, Himachal Pradesh",2001,448273,"Census of India 2001 C-01 Total persons; religious_affiliation_count excludes Religion not stated, which is not a no-religion category",448247,99.99,,,,,,1540.53,,,"censusindia-2001-c01-religious-community|datameet-india-districts-census-2001","no_religion_category_absent;uses_2001_period_district_boundary"
"IN","in-district-2001-datameet","district_2001","in-district-2001-datameet:0208","0208","Bilaspur, Himachal Pradesh",2001,340885,"Census of India 2001 C-01 Total persons; religious_affiliation_count excludes Religion not stated, which is not a no-religion category",340772,99.97,,,,,,1168.1,,,"censusindia-2001-c01-religious-community|datameet-india-districts-census-2001","no_religion_category_absent;uses_2001_period_district_boundary"
"IN","in-district-2001-datameet","district_2001","in-district-2001-datameet:0209","0209","Solan, Himachal Pradesh",2001,500557,"Census of India 2001 C-01 Total persons; religious_affiliation_count excludes Religion not stated, which is not a no-religion category",500486,99.99,,,,,,1959.14,,,"censusindia-2001-c01-religious-community|datameet-india-districts-census-2001","no_religion_category_absent;uses_2001_period_district_boundary"
"IN","in-district-2001-datameet","district_2001","in-district-2001-datameet:0210","0210","Sirmaur, Himachal Pradesh",2001,458593,"Census of India 2001 C-01 Total persons; religious_affiliation_count excludes Religion not stated, which is not a no-religion category",458586,100,,,,,,2812.65,,,"censusindia-2001-c01-religious-community|datameet-india-districts-census-2001","no_religion_category_absent;uses_2001_period_district_boundary"
"IN","in-district-2001-datameet","district_2001","in-district-2001-datameet:0211","0211","Shimla, Himachal Pradesh",2001,722502,"Census of India 2001 C-01 Total persons; religious_affiliation_count excludes Religion not stated, which is not a no-religion category",722439,99.99,,,,,,5139.73,,,"censusindia-2001-c01-religious-community|datameet-india-districts-census-2001","no_religion_category_absent;uses_2001_period_district_boundary"
"IN","in-district-2001-datameet","district_2001","in-district-2001-datameet:0212","0212","Kinnaur, Himachal Pradesh",2001,78334,"Census of India 2001 C-01 Total persons; religious_affiliation_count excludes Religion not stated, which is not a no-religion category",78333,100,,,,,,6465.06,,,"censusindia-2001-c01-religious-community|datameet-india-districts-census-2001","no_religion_category_absent;uses_2001_period_district_boundary"
"IN","in-district-2001-datameet","district_2001","in-district-2001-datameet:0301","0301","Gurdaspur, Punjab",2001,2104011,"Census of India 2001 C-01 Total persons; religious_affiliation_count excludes Religion not stated, which is not a no-religion category",2103460,99.97,,,,,,3619.23,,,"censusindia-2001-c01-religious-community|datameet-india-districts-census-2001","no_religion_category_absent;uses_2001_period_district_boundary"
"IN","in-district-2001-datameet","district_2001","in-district-2001-datameet:0302","0302","Amritsar, Punjab",2001,3096077,"Census of India 2001 C-01 Total persons; religious_affiliation_count excludes Religion not stated, which is not a no-religion category",3095141,99.97,,,,,,5052.98,,,"censusindia-2001-c01-religious-community|datameet-india-districts-census-2001","no_religion_category_absent;uses_2001_period_district_boundary"
"IN","in-district-2001-datameet","district_2001","in-district-2001-datameet:0303","0303","Kapurthala, Punjab",2001,754521,"Census of India 2001 C-01 Total persons; religious_affiliation_count excludes Religion not stated, which is not a no-religion category",754272,99.97,,,,,,1661.29,,,"censusindia-2001-c01-religious-community|datameet-india-districts-census-2001","no_religion_category_absent;uses_2001_period_district_boundary"
"IN","in-district-2001-datameet","district_2001","in-district-2001-datameet:0304","0304","Jalandhar, Punjab",2001,1962700,"Census of India 2001 C-01 Total persons; religious_affiliation_count excludes Religion not stated, which is not a no-religion category",1962159,99.97,,,,,,2605.73,,,"censusindia-2001-c01-religious-community|datameet-india-districts-census-2001","no_religion_category_absent;uses_2001_period_district_boundary"
"IN","in-district-2001-datameet","district_2001","in-district-2001-datameet:0305","0305","Hoshiarpur, Punjab",2001,1480736,"Census of India 2001 C-01 Total persons; religious_affiliation_count excludes Religion not stated, which is not a no-religion category",1480528,99.99,,,,,,3366.71,,,"censusindia-2001-c01-religious-community|datameet-india-districts-census-2001","no_religion_category_absent;uses_2001_period_district_boundary"
"IN","in-district-2001-datameet","district_2001","in-district-2001-datameet:0306","0306","Nawanshahr, Punjab",2001,587468,"Census of India 2001 C-01 Total persons; religious_affiliation_count excludes Religion not stated, which is not a no-religion category",587362,99.98,,,,,,1300.95,,,"censusindia-2001-c01-religious-community|datameet-india-districts-census-2001","no_religion_category_absent;uses_2001_period_district_boundary"
"IN","in-district-2001-datameet","district_2001","in-district-2001-datameet:0307","0307","Rupnagar, Punjab",2001,1116108,"Census of India 2001 C-01 Total persons; religious_affiliation_count excludes Religion not stated, which is not a no-religion category",1115923,99.98,,,,,,2097.25,,,"censusindia-2001-c01-religious-community|datameet-india-districts-census-2001","no_religion_category_absent;uses_2001_period_district_boundary"
"IN","in-district-2001-datameet","district_2001","in-district-2001-datameet:0308","0308","Fatehgarh Sahib, Punjab",2001,538041,"Census of India 2001 C-01 Total persons; religious_affiliation_count excludes Religion not stated, which is not a no-religion category",538022,100,,,,,,943.01,,,"censusindia-2001-c01-religious-community|datameet-india-districts-census-2001","no_religion_category_absent;uses_2001_period_district_boundary"
"IN","in-district-2001-datameet","district_2001","in-district-2001-datameet:0309","0309","Ludhiana, Punjab",2001,3032831,"Census of India 2001 C-01 Total persons; religious_affiliation_count excludes Religion not stated, which is not a no-religion category",3032197,99.98,,,,,,3784.72,,,"censusindia-2001-c01-religious-community|datameet-india-districts-census-2001","no_religion_category_absent;uses_2001_period_district_boundary"
