"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"BT","bt-dzongkhag-2010-geoboundaries-adm1","dzongkhag","bt-dzongkhag-2010-geoboundaries-adm1:BT-33","BT-33","Bumthang",2013,,"No population denominator is used in this administrative-register product.",,,,,26,,,,,"National Statistics Bureau Dzongkhag at a Glance administrative-register count of Religious institutions, compiled by the Dzongkhag Administration.","bt-nsb-dag-religious-institutions-2016-2023|geoboundaries-gbopen-btn-adm1-9469f09","administrative_religion_register;religious_institutions_not_population_affiliation;place_count_is_dzongkhag_administration_register"
"BT","bt-dzongkhag-2010-geoboundaries-adm1","dzongkhag","bt-dzongkhag-2010-geoboundaries-adm1:BT-33","BT-33","Bumthang",2014,,"No population denominator is used in this administrative-register product.",,,,,26,,,,,"National Statistics Bureau Dzongkhag at a Glance administrative-register count of Religious institutions, compiled by the Dzongkhag Administration.","bt-nsb-dag-religious-institutions-2016-2023|geoboundaries-gbopen-btn-adm1-9469f09","administrative_religion_register;religious_institutions_not_population_affiliation;place_count_is_dzongkhag_administration_register"
"BT","bt-dzongkhag-2010-geoboundaries-adm1","dzongkhag","bt-dzongkhag-2010-geoboundaries-adm1:BT-33","BT-33","Bumthang",2015,,"No population denominator is used in this administrative-register product.",,,,,26,,,,,"National Statistics Bureau Dzongkhag at a Glance administrative-register count of Religious institutions, compiled by the Dzongkhag Administration.","bt-nsb-dag-religious-institutions-2016-2023|geoboundaries-gbopen-btn-adm1-9469f09","administrative_religion_register;religious_institutions_not_population_affiliation;place_count_is_dzongkhag_administration_register"
"BT","bt-dzongkhag-2010-geoboundaries-adm1","dzongkhag","bt-dzongkhag-2010-geoboundaries-adm1:BT-33","BT-33","Bumthang",2016,,"No population denominator is used in this administrative-register product.",,,,,26,,,,,"National Statistics Bureau Dzongkhag at a Glance administrative-register count of Religious institutions, compiled by the Dzongkhag Administration.","bt-nsb-dag-religious-institutions-2016-2023|geoboundaries-gbopen-btn-adm1-9469f09","administrative_religion_register;religious_institutions_not_population_affiliation;place_count_is_dzongkhag_administration_register"
"BT","bt-dzongkhag-2010-geoboundaries-adm1","dzongkhag","bt-dzongkhag-2010-geoboundaries-adm1:BT-33","BT-33","Bumthang",2017,,"No population denominator is used in this administrative-register product.",,,,,26,,,,,"National Statistics Bureau Dzongkhag at a Glance administrative-register count of Religious institutions, compiled by the Dzongkhag Administration.","bt-nsb-dag-religious-institutions-2016-2023|geoboundaries-gbopen-btn-adm1-9469f09","administrative_religion_register;religious_institutions_not_population_affiliation;place_count_is_dzongkhag_administration_register"
"BT","bt-dzongkhag-2010-geoboundaries-adm1","dzongkhag","bt-dzongkhag-2010-geoboundaries-adm1:BT-33","BT-33","Bumthang",2018,,"No population denominator is used in this administrative-register product.",,,,,26,,,,,"National Statistics Bureau Dzongkhag at a Glance administrative-register count of Religious institutions, compiled by the Dzongkhag Administration.","bt-nsb-dag-religious-institutions-2016-2023|geoboundaries-gbopen-btn-adm1-9469f09","administrative_religion_register;religious_institutions_not_population_affiliation;place_count_is_dzongkhag_administration_register"
"BT","bt-dzongkhag-2010-geoboundaries-adm1","dzongkhag","bt-dzongkhag-2010-geoboundaries-adm1:BT-33","BT-33","Bumthang",2019,,"No population denominator is used in this administrative-register product.",,,,,26,,,,,"National Statistics Bureau Dzongkhag at a Glance administrative-register count of Religious institutions, compiled by the Dzongkhag Administration.","bt-nsb-dag-religious-institutions-2016-2023|geoboundaries-gbopen-btn-adm1-9469f09","administrative_religion_register;religious_institutions_not_population_affiliation;place_count_is_dzongkhag_administration_register"
"BT","bt-dzongkhag-2010-geoboundaries-adm1","dzongkhag","bt-dzongkhag-2010-geoboundaries-adm1:BT-33","BT-33","Bumthang",2020,,"No population denominator is used in this administrative-register product.",,,,,26,,,,,"National Statistics Bureau Dzongkhag at a Glance administrative-register count of Religious institutions, compiled by the Dzongkhag Administration.","bt-nsb-dag-religious-institutions-2016-2023|geoboundaries-gbopen-btn-adm1-9469f09","administrative_religion_register;religious_institutions_not_population_affiliation;place_count_is_dzongkhag_administration_register"
"BT","bt-dzongkhag-2010-geoboundaries-adm1","dzongkhag","bt-dzongkhag-2010-geoboundaries-adm1:BT-33","BT-33","Bumthang",2021,,"No population denominator is used in this administrative-register product.",,,,,26,,,,,"National Statistics Bureau Dzongkhag at a Glance administrative-register count of Religious institutions, compiled by the Dzongkhag Administration.","bt-nsb-dag-religious-institutions-2016-2023|geoboundaries-gbopen-btn-adm1-9469f09","administrative_religion_register;religious_institutions_not_population_affiliation;place_count_is_dzongkhag_administration_register"
"BT","bt-dzongkhag-2010-geoboundaries-adm1","dzongkhag","bt-dzongkhag-2010-geoboundaries-adm1:BT-12","BT-12","Chhukha",2013,,"No population denominator is used in this administrative-register product.",,,,,8,,,,,"National Statistics Bureau Dzongkhag at a Glance administrative-register count of Religious institutions, compiled by the Dzongkhag Administration.","bt-nsb-dag-religious-institutions-2016-2023|geoboundaries-gbopen-btn-adm1-9469f09","administrative_religion_register;religious_institutions_not_population_affiliation;place_count_is_dzongkhag_administration_register"
"BT","bt-dzongkhag-2010-geoboundaries-adm1","dzongkhag","bt-dzongkhag-2010-geoboundaries-adm1:BT-12","BT-12","Chhukha",2014,,"No population denominator is used in this administrative-register product.",,,,,8,,,,,"National Statistics Bureau Dzongkhag at a Glance administrative-register count of Religious institutions, compiled by the Dzongkhag Administration.","bt-nsb-dag-religious-institutions-2016-2023|geoboundaries-gbopen-btn-adm1-9469f09","administrative_religion_register;religious_institutions_not_population_affiliation;place_count_is_dzongkhag_administration_register"
"BT","bt-dzongkhag-2010-geoboundaries-adm1","dzongkhag","bt-dzongkhag-2010-geoboundaries-adm1:BT-12","BT-12","Chhukha",2015,,"No population denominator is used in this administrative-register product.",,,,,8,,,,,"National Statistics Bureau Dzongkhag at a Glance administrative-register count of Religious institutions, compiled by the Dzongkhag Administration.","bt-nsb-dag-religious-institutions-2016-2023|geoboundaries-gbopen-btn-adm1-9469f09","administrative_religion_register;religious_institutions_not_population_affiliation;place_count_is_dzongkhag_administration_register"
"BT","bt-dzongkhag-2010-geoboundaries-adm1","dzongkhag","bt-dzongkhag-2010-geoboundaries-adm1:BT-12","BT-12","Chhukha",2016,,"No population denominator is used in this administrative-register product.",,,,,8,,,,,"National Statistics Bureau Dzongkhag at a Glance administrative-register count of Religious institutions, compiled by the Dzongkhag Administration.","bt-nsb-dag-religious-institutions-2016-2023|geoboundaries-gbopen-btn-adm1-9469f09","administrative_religion_register;religious_institutions_not_population_affiliation;place_count_is_dzongkhag_administration_register"
"BT","bt-dzongkhag-2010-geoboundaries-adm1","dzongkhag","bt-dzongkhag-2010-geoboundaries-adm1:BT-12","BT-12","Chhukha",2017,,"No population denominator is used in this administrative-register product.",,,,,60,,,,,"National Statistics Bureau Dzongkhag at a Glance administrative-register count of Religious institutions, compiled by the Dzongkhag Administration.","bt-nsb-dag-religious-institutions-2016-2023|geoboundaries-gbopen-btn-adm1-9469f09","administrative_religion_register;religious_institutions_not_population_affiliation;place_count_is_dzongkhag_administration_register"
"BT","bt-dzongkhag-2010-geoboundaries-adm1","dzongkhag","bt-dzongkhag-2010-geoboundaries-adm1:BT-12","BT-12","Chhukha",2018,,"No population denominator is used in this administrative-register product.",,,,,60,,,,,"National Statistics Bureau Dzongkhag at a Glance administrative-register count of Religious institutions, compiled by the Dzongkhag Administration.","bt-nsb-dag-religious-institutions-2016-2023|geoboundaries-gbopen-btn-adm1-9469f09","administrative_religion_register;religious_institutions_not_population_affiliation;place_count_is_dzongkhag_administration_register"
"BT","bt-dzongkhag-2010-geoboundaries-adm1","dzongkhag","bt-dzongkhag-2010-geoboundaries-adm1:BT-12","BT-12","Chhukha",2019,,"No population denominator is used in this administrative-register product.",,,,,60,,,,,"National Statistics Bureau Dzongkhag at a Glance administrative-register count of Religious institutions, compiled by the Dzongkhag Administration.","bt-nsb-dag-religious-institutions-2016-2023|geoboundaries-gbopen-btn-adm1-9469f09","administrative_religion_register;religious_institutions_not_population_affiliation;place_count_is_dzongkhag_administration_register"
"BT","bt-dzongkhag-2010-geoboundaries-adm1","dzongkhag","bt-dzongkhag-2010-geoboundaries-adm1:BT-12","BT-12","Chhukha",2020,,"No population denominator is used in this administrative-register product.",,,,,60,,,,,"National Statistics Bureau Dzongkhag at a Glance administrative-register count of Religious institutions, compiled by the Dzongkhag Administration.","bt-nsb-dag-religious-institutions-2016-2023|geoboundaries-gbopen-btn-adm1-9469f09","administrative_religion_register;religious_institutions_not_population_affiliation;place_count_is_dzongkhag_administration_register"
"BT","bt-dzongkhag-2010-geoboundaries-adm1","dzongkhag","bt-dzongkhag-2010-geoboundaries-adm1:BT-12","BT-12","Chhukha",2021,,"No population denominator is used in this administrative-register product.",,,,,60,,,,,"National Statistics Bureau Dzongkhag at a Glance administrative-register count of Religious institutions, compiled by the Dzongkhag Administration.","bt-nsb-dag-religious-institutions-2016-2023|geoboundaries-gbopen-btn-adm1-9469f09","administrative_religion_register;religious_institutions_not_population_affiliation;place_count_is_dzongkhag_administration_register"
"BT","bt-dzongkhag-2010-geoboundaries-adm1","dzongkhag","bt-dzongkhag-2010-geoboundaries-adm1:BT-12","BT-12","Chhukha",2022,,"No population denominator is used in this administrative-register product.",,,,,60,,,,,"National Statistics Bureau Dzongkhag at a Glance administrative-register count of Religious institutions, compiled by the Dzongkhag Administration.","bt-nsb-dag-religious-institutions-2016-2023|geoboundaries-gbopen-btn-adm1-9469f09","administrative_religion_register;religious_institutions_not_population_affiliation;place_count_is_dzongkhag_administration_register"
"BT","bt-dzongkhag-2010-geoboundaries-adm1","dzongkhag","bt-dzongkhag-2010-geoboundaries-adm1:BT-22","BT-22","Dagana",2013,,"No population denominator is used in this administrative-register product.",,,,,49,,,,,"National Statistics Bureau Dzongkhag at a Glance administrative-register count of Religious institutions, compiled by the Dzongkhag Administration.","bt-nsb-dag-religious-institutions-2016-2023|geoboundaries-gbopen-btn-adm1-9469f09","administrative_religion_register;religious_institutions_not_population_affiliation;place_count_is_dzongkhag_administration_register"
"BT","bt-dzongkhag-2010-geoboundaries-adm1","dzongkhag","bt-dzongkhag-2010-geoboundaries-adm1:BT-22","BT-22","Dagana",2014,,"No population denominator is used in this administrative-register product.",,,,,49,,,,,"National Statistics Bureau Dzongkhag at a Glance administrative-register count of Religious institutions, compiled by the Dzongkhag Administration.","bt-nsb-dag-religious-institutions-2016-2023|geoboundaries-gbopen-btn-adm1-9469f09","administrative_religion_register;religious_institutions_not_population_affiliation;place_count_is_dzongkhag_administration_register"
"BT","bt-dzongkhag-2010-geoboundaries-adm1","dzongkhag","bt-dzongkhag-2010-geoboundaries-adm1:BT-22","BT-22","Dagana",2015,,"No population denominator is used in this administrative-register product.",,,,,49,,,,,"National Statistics Bureau Dzongkhag at a Glance administrative-register count of Religious institutions, compiled by the Dzongkhag Administration.","bt-nsb-dag-religious-institutions-2016-2023|geoboundaries-gbopen-btn-adm1-9469f09","administrative_religion_register;religious_institutions_not_population_affiliation;place_count_is_dzongkhag_administration_register"
"BT","bt-dzongkhag-2010-geoboundaries-adm1","dzongkhag","bt-dzongkhag-2010-geoboundaries-adm1:BT-22","BT-22","Dagana",2016,,"No population denominator is used in this administrative-register product.",,,,,49,,,,,"National Statistics Bureau Dzongkhag at a Glance administrative-register count of Religious institutions, compiled by the Dzongkhag Administration.","bt-nsb-dag-religious-institutions-2016-2023|geoboundaries-gbopen-btn-adm1-9469f09","administrative_religion_register;religious_institutions_not_population_affiliation;place_count_is_dzongkhag_administration_register"
"BT","bt-dzongkhag-2010-geoboundaries-adm1","dzongkhag","bt-dzongkhag-2010-geoboundaries-adm1:BT-22","BT-22","Dagana",2017,,"No population denominator is used in this administrative-register product.",,,,,53,,,,,"National Statistics Bureau Dzongkhag at a Glance administrative-register count of Religious institutions, compiled by the Dzongkhag Administration.","bt-nsb-dag-religious-institutions-2016-2023|geoboundaries-gbopen-btn-adm1-9469f09","administrative_religion_register;religious_institutions_not_population_affiliation;place_count_is_dzongkhag_administration_register"
"BT","bt-dzongkhag-2010-geoboundaries-adm1","dzongkhag","bt-dzongkhag-2010-geoboundaries-adm1:BT-22","BT-22","Dagana",2018,,"No population denominator is used in this administrative-register product.",,,,,55,,,,,"National Statistics Bureau Dzongkhag at a Glance administrative-register count of Religious institutions, compiled by the Dzongkhag Administration.","bt-nsb-dag-religious-institutions-2016-2023|geoboundaries-gbopen-btn-adm1-9469f09","administrative_religion_register;religious_institutions_not_population_affiliation;place_count_is_dzongkhag_administration_register"
"BT","bt-dzongkhag-2010-geoboundaries-adm1","dzongkhag","bt-dzongkhag-2010-geoboundaries-adm1:BT-22","BT-22","Dagana",2019,,"No population denominator is used in this administrative-register product.",,,,,59,,,,,"National Statistics Bureau Dzongkhag at a Glance administrative-register count of Religious institutions, compiled by the Dzongkhag Administration.","bt-nsb-dag-religious-institutions-2016-2023|geoboundaries-gbopen-btn-adm1-9469f09","administrative_religion_register;religious_institutions_not_population_affiliation;place_count_is_dzongkhag_administration_register;register_revision"
"BT","bt-dzongkhag-2010-geoboundaries-adm1","dzongkhag","bt-dzongkhag-2010-geoboundaries-adm1:BT-22","BT-22","Dagana",2020,,"No population denominator is used in this administrative-register product.",,,,,59,,,,,"National Statistics Bureau Dzongkhag at a Glance administrative-register count of Religious institutions, compiled by the Dzongkhag Administration.","bt-nsb-dag-religious-institutions-2016-2023|geoboundaries-gbopen-btn-adm1-9469f09","administrative_religion_register;religious_institutions_not_population_affiliation;place_count_is_dzongkhag_administration_register"
"BT","bt-dzongkhag-2010-geoboundaries-adm1","dzongkhag","bt-dzongkhag-2010-geoboundaries-adm1:BT-22","BT-22","Dagana",2021,,"No population denominator is used in this administrative-register product.",,,,,59,,,,,"National Statistics Bureau Dzongkhag at a Glance administrative-register count of Religious institutions, compiled by the Dzongkhag Administration.","bt-nsb-dag-religious-institutions-2016-2023|geoboundaries-gbopen-btn-adm1-9469f09","administrative_religion_register;religious_institutions_not_population_affiliation;place_count_is_dzongkhag_administration_register"
"BT","bt-dzongkhag-2010-geoboundaries-adm1","dzongkhag","bt-dzongkhag-2010-geoboundaries-adm1:BT-22","BT-22","Dagana",2022,,"No population denominator is used in this administrative-register product.",,,,,59,,,,,"National Statistics Bureau Dzongkhag at a Glance administrative-register count of Religious institutions, compiled by the Dzongkhag Administration.","bt-nsb-dag-religious-institutions-2016-2023|geoboundaries-gbopen-btn-adm1-9469f09","administrative_religion_register;religious_institutions_not_population_affiliation;place_count_is_dzongkhag_administration_register"
"BT","bt-dzongkhag-2010-geoboundaries-adm1","dzongkhag","bt-dzongkhag-2010-geoboundaries-adm1:BT-GA","BT-GA","Gasa",2014,,"No population denominator is used in this administrative-register product.",,,,,8,,,,,"National Statistics Bureau Dzongkhag at a Glance administrative-register count of Religious institutions, compiled by the Dzongkhag Administration.","bt-nsb-dag-religious-institutions-2016-2023|geoboundaries-gbopen-btn-adm1-9469f09","administrative_religion_register;religious_institutions_not_population_affiliation;place_count_is_dzongkhag_administration_register"
"BT","bt-dzongkhag-2010-geoboundaries-adm1","dzongkhag","bt-dzongkhag-2010-geoboundaries-adm1:BT-GA","BT-GA","Gasa",2015,,"No population denominator is used in this administrative-register product.",,,,,8,,,,,"National Statistics Bureau Dzongkhag at a Glance administrative-register count of Religious institutions, compiled by the Dzongkhag Administration.","bt-nsb-dag-religious-institutions-2016-2023|geoboundaries-gbopen-btn-adm1-9469f09","administrative_religion_register;religious_institutions_not_population_affiliation;place_count_is_dzongkhag_administration_register"
